用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
北岛哥哥,1,13,15,1024,0,0,13.00 ,15.00 ,1024.00 ,0,0,0,0,0,0
菜鸡觉得猴头菇其实不能做刺身,1,11,16,79,0,1,11.00 ,16.00 ,79.00 ,0,0,0,11,16,79
芒果先生,1,10,656,1287,0,1,10.00 ,656.00 ,1287.00 ,0,0,0,10,656,1287
媛紫酱,1,5,74,246,0,1,5.00 ,74.00 ,246.00 ,0,0,0,5,74,246
悲伤男孩,1,32,54,320,1,0,32.00 ,54.00 ,320.00 ,32,54,320,0,0,0
还是一碗泡面,1,4,56,206,1,0,4.00 ,56.00 ,206.00 ,4,56,206,0,0,0
没节操,1,17,16,335,1,0,17.00 ,16.00 ,335.00 ,17,16,335,0,0,0
信shin国际歌迷会,1,20,19,78,1,0,20.00 ,19.00 ,78.00 ,20,19,78,0,0,0
天天睡不醒,1,666,588,10540,0,1,666.00 ,588.00 ,10540.00 ,0,0,0,666,588,10540
Saku哲君,1,111,47,658,1,0,111.00 ,47.00 ,658.00 ,111,47,658,0,0,0
Yc御晨,1,63,1367,4327,1,0,63.00 ,1367.00 ,4327.00 ,63,1367,4327,0,0,0
陆建华摄影,1,22,16,87,1,0,22.00 ,16.00 ,87.00 ,22,16,87,0,0,0
一直在路上一起看世界,1,218,438,1589,1,0,218.00 ,438.00 ,1589.00 ,218,438,1589,0,0,0
西北工业大学,1,7,8,42,0,0,7.00 ,8.00 ,42.00 ,0,0,0,0,0,0
冉辞旧小梦,1,8,19,107,1,0,8.00 ,19.00 ,107.00 ,8,19,107,0,0,0
成为简·,1,190,162,2863,1,0,190.00 ,162.00 ,2863.00 ,190,162,2863,0,0,0
陷入烊的美好,1,162,84,3861,1,0,162.00 ,84.00 ,3861.00 ,162,84,3861,0,0,0
张忆安-龙战于野,1,11660,2463,14506,0,1,11660.00 ,2463.00 ,14506.00 ,0,0,0,11660,2463,14506
千岛环游,1,368,229,2077,1,0,368.00 ,229.00 ,2077.00 ,368,229,2077,0,0,0
中国军视网,1,1189,445,5970,1,0,1189.00 ,445.00 ,5970.00 ,1189,445,5970,0,0,0
SNH49-玖菜合子,1,9,12,211,1,0,9.00 ,12.00 ,211.00 ,9,12,211,0,0,0
别是个沙雕吧,1,378,551,1245,1,0,378.00 ,551.00 ,1245.00 ,378,551,1245,0,0,0
女性之声,1,30,11,94,1,0,30.00 ,11.00 ,94.00 ,30,11,94,0,0,0
娱炮,1,12,16,1411,0,1,12.00 ,16.00 ,1411.00 ,0,0,0,12,16,1411
战五渣coc,1,47,197,608,0,1,47.00 ,197.00 ,608.00 ,0,0,0,47,197,608
南京理工大学,1,81,60,463,1,0,81.00 ,60.00 ,463.00 ,81,60,463,0,0,0
合肥工业大学,1,110,56,443,1,0,110.00 ,56.00 ,443.00 ,110,56,443,0,0,0
青子wj,1,13,12,108,1,0,13.00 ,12.00 ,108.00 ,13,12,108,0,0,0
酷安网,1,6,40,224,1,0,6.00 ,40.00 ,224.00 ,6,40,224,0,0,0
微彰琦谈,1,111,174,990,1,0,111.00 ,174.00 ,990.00 ,111,174,990,0,0,0
长春人的长春事儿,1,232,336,26359,1,0,232.00 ,336.00 ,26359.00 ,232,336,26359,0,0,0
一只粉色的锦鲤兔,1,407,336,29050,1,0,407.00 ,336.00 ,29050.00 ,407,336,29050,0,0,0
爱莉丝RUN,1,15,218,2997,0,1,15.00 ,218.00 ,2997.00 ,0,0,0,15,218,2997
随意的静静yu,1,588,313,1246,0,1,588.00 ,313.00 ,1246.00 ,0,0,0,588,313,1246
四川大学,1,13,20,237,1,0,13.00 ,20.00 ,237.00 ,13,20,237,0,0,0
闪耀暖暖,1,28,1213,11196,1,0,28.00 ,1213.00 ,11196.00 ,28,1213,11196,0,0,0
笑魔怔了,1,39,452,1943,1,0,39.00 ,452.00 ,1943.00 ,39,452,1943,0,0,0
治愈动漫社,1,41,19,155,1,0,41.00 ,19.00 ,155.00 ,41,19,155,0,0,0
环球震惊局,1,69,103,1258,0,1,69.00 ,103.00 ,1258.00 ,0,0,0,69,103,1258
林中白狼,1,58,50,189,0,1,58.00 ,50.00 ,189.00 ,0,0,0,58,50,189
乌哩哩_魔小怪,1,4758,1036,4675,1,0,4758.00 ,1036.00 ,4675.00 ,4758,1036,4675,0,0,0
两朵金花,1,14,65,354,0,1,14.00 ,65.00 ,354.00 ,0,0,0,14,65,354
IT互联网电商资讯,1,742,476,549,0,1,742.00 ,476.00 ,549.00 ,0,0,0,742,476,549
王国纪元,1,4551,207,265,1,0,4551.00 ,207.00 ,265.00 ,4551,207,265,0,0,0
BFTK线向上,1,35,81,917,0,0,35.00 ,81.00 ,917.00 ,0,0,0,0,0,0
高龄玩家老陈,1,541,393,1140,1,0,541.00 ,393.00 ,1140.00 ,541,393,1140,0,0,0
_承辞,1,80,181,851,1,0,80.00 ,181.00 ,851.00 ,80,181,851,0,0,0
小白有品-小黑,1,47,28,244,1,0,47.00 ,28.00 ,244.00 ,47,28,244,0,0,0
Moran_努力做好前辈饭,1,253,32,313,1,0,253.00 ,32.00 ,313.00 ,253,32,313,0,0,0
蛋哥sty,1,34,251,1246,0,1,34.00 ,251.00 ,1246.00 ,0,0,0,34,251,1246
华南理工大学学生会,1,313,142,73,1,0,313.00 ,142.00 ,73.00 ,313,142,73,0,0,0
喵王-搞机,1,84,714,3854,0,1,84.00 ,714.00 ,3854.00 ,0,0,0,84,714,3854
梁斌penny,1,34,73,283,1,0,34.00 ,73.00 ,283.00 ,34,73,283,0,0,0
崔小柒不思基,1,48,42,276,0,1,48.00 ,42.00 ,276.00 ,0,0,0,48,42,276
中国维和警察,1,21,66,443,1,0,21.00 ,66.00 ,443.00 ,21,66,443,0,0,0
易烊千玺云南粉丝团,1,144,49,221,1,0,144.00 ,49.00 ,221.00 ,144,49,221,0,0,0
防务君,1,57,113,303,0,1,57.00 ,113.00 ,303.00 ,0,0,0,57,113,303
王建伟1988,1,149,261,1013,0,0,149.00 ,261.00 ,1013.00 ,0,0,0,0,0,0
穆童-FunkyTomin,1,10,94,260,1,0,10.00 ,94.00 ,260.00 ,10,94,260,0,0,0
易烊千玺吉林粉丝团,1,9,14,67,1,0,9.00 ,14.00 ,67.00 ,9,14,67,0,0,0
summeluvw,1,20,5,25,1,0,20.00 ,5.00 ,25.00 ,20,5,25,0,0,0
圈老汉,1,728,3780,28185,1,0,728.00 ,3780.00 ,28185.00 ,728,3780,28185,0,0,0
麻尾,1,4591,1996,65829,1,0,4591.00 ,1996.00 ,65829.00 ,4591,1996,65829,0,0,0
JC俊1111,1,12,91,720,1,0,12.00 ,91.00 ,720.00 ,12,91,720,0,0,0
黄景瑜工作室,1,4021,2157,10568,1,0,4021.00 ,2157.00 ,10568.00 ,4021,2157,10568,0,0,0
比修兔,1,308,453,1240,1,0,308.00 ,453.00 ,1240.00 ,308,453,1240,0,0,0
主持人常晓航,1,253,219,777,1,0,253.00 ,219.00 ,777.00 ,253,219,777,0,0,0
设计全球,1,33,2,99,1,0,33.00 ,2.00 ,99.00 ,33,2,99,0,0,0
梦遗唐朝,1,591,95,1694,0,1,591.00 ,95.00 ,1694.00 ,0,0,0,591,95,1694
借图,1,15,46,10379,1,0,15.00 ,46.00 ,10379.00 ,15,46,10379,0,0,0
心阅读者,1,14,132,9164,1,0,14.00 ,132.00 ,9164.00 ,14,132,9164,0,0,0
Pengnone,1,47,536,1736,1,0,47.00 ,536.00 ,1736.00 ,47,536,1736,0,0,0
沸点娱乐,1,288,443,3360,1,0,288.00 ,443.00 ,3360.00 ,288,443,3360,0,0,0
三峡大学,1,34,49,281,1,0,34.00 ,49.00 ,281.00 ,34,49,281,0,0,0
Ai5424,1,29,959,2885,0,1,29.00 ,959.00 ,2885.00 ,0,0,0,29,959,2885
不咕咕的嘎嘎,1,35,130,265,1,0,35.00 ,130.00 ,265.00 ,35,130,265,0,0,0
东南大学,1,4,8,95,1,0,4.00 ,8.00 ,95.00 ,4,8,95,0,0,0
剧综星闻,1,943,1446,2057,1,0,943.00 ,1446.00 ,2057.00 ,943,1446,2057,0,0,0
科技头条,1,40,238,839,0,0,40.00 ,238.00 ,839.00 ,0,0,0,0,0,0
人工智能生活,1,306,473,642,1,0,306.00 ,473.00 ,642.00 ,306,473,642,0,0,0
德阳爆料王,1,19,19,4991,0,1,19.00 ,19.00 ,4991.00 ,0,0,0,19,19,4991
娱乐圈小青年,1,505,818,1506,1,0,505.00 ,818.00 ,1506.00 ,505,818,1506,0,0,0
一只草莓Tong,1,46,469,2136,0,1,46.00 ,469.00 ,2136.00 ,0,0,0,46,469,2136
如厕必备读物,1,254,21,81,1,0,254.00 ,21.00 ,81.00 ,254,21,81,0,0,0
Nanoka,1,51,16,389,1,0,51.00 ,16.00 ,389.00 ,51,16,389,0,0,0
杨建国,1,135,105,230,1,0,135.00 ,105.00 ,230.00 ,135,105,230,0,0,0
冬的颜色,1,155,37,175,0,1,155.00 ,37.00 ,175.00 ,0,0,0,155,37,175
光明日报,1,26,18,140,1,0,26.00 ,18.00 ,140.00 ,26,18,140,0,0,0
笑话,1,10,38,202,1,0,10.00 ,38.00 ,202.00 ,10,38,202,0,0,0
深圳同城,1,277,540,31001,0,1,277.00 ,540.00 ,31001.00 ,0,0,0,277,540,31001
黑猫投诉,1,8,84,4499,0,1,8.00 ,84.00 ,4499.00 ,0,0,0,8,84,4499
昵称是马甲家的大学生,1,328,91,1046,1,0,328.00 ,91.00 ,1046.00 ,328,91,1046,0,0,0
枣庄身边事,1,93,255,1822,1,0,93.00 ,255.00 ,1822.00 ,93,255,1822,0,0,0
Bunny要淡定,1,37,36,208,0,1,37.00 ,36.00 ,208.00 ,0,0,0,37,36,208
娱乐潮流,1,527,676,1364,0,1,527.00 ,676.00 ,1364.00 ,0,0,0,527,676,1364
扒圈圈,1,874,604,1368,1,0,874.00 ,604.00 ,1368.00 ,874,604,1368,0,0,0
文明成都,1,6,6,2822,1,0,6.00 ,6.00 ,2822.00 ,6,6,2822,0,0,0
深圳热门资讯,1,42,53,301,1,0,42.00 ,53.00 ,301.00 ,42,53,301,0,0,0
我的前任是个极品,1,546,551,983,0,1,546.00 ,551.00 ,983.00 ,0,0,0,546,551,983
娱闻少女,1,539,722,1980,1,0,539.00 ,722.00 ,1980.00 ,539,722,1980,0,0,0
蒋梦婕,1,6964,6496,4286,1,0,6964.00 ,6496.00 ,4286.00 ,6964,6496,4286,0,0,0
二更视频,1,449,241,2204,1,0,449.00 ,241.00 ,2204.00 ,449,241,2204,0,0,0
走啤,1,18,356,2120,0,1,18.00 ,356.00 ,2120.00 ,0,0,0,18,356,2120
股坛令狐冲,1,144,135,146,0,0,144.00 ,135.00 ,146.00 ,0,0,0,0,0,0
_princess幽靈,1,18,28,365,1,0,18.00 ,28.00 ,365.00 ,18,28,365,0,0,0
11点28分不打烊,1,2525,365,5625,1,0,2525.00 ,365.00 ,5625.00 ,2525,365,5625,0,0,0
粉笔袁东,1,46,42,395,0,1,46.00 ,42.00 ,395.00 ,0,0,0,46,42,395
看书有道,1,75,183,387,1,0,75.00 ,183.00 ,387.00 ,75,183,387,0,0,0
易烊千玺湖南粉丝团,1,428,111,916,1,0,428.00 ,111.00 ,916.00 ,428,111,916,0,0,0
幽默风趣笑话,1,83,43,825,1,0,83.00 ,43.00 ,825.00 ,83,43,825,0,0,0
糖雪球真好吃,1,4,160,1914,0,0,4.00 ,160.00 ,1914.00 ,0,0,0,0,0,0
Obrucev,1,18,47,56,1,0,18.00 ,47.00 ,56.00 ,18,47,56,0,0,0
颖宝亲菁,1,7,154,263,1,0,7.00 ,154.00 ,263.00 ,7,154,263,0,0,0
搞笑联盟视频集锦,1,14,56,412,1,0,14.00 ,56.00 ,412.00 ,14,56,412,0,0,0
刘宪华今天开演唱会了吗,1,29,56,270,1,0,29.00 ,56.00 ,270.00 ,29,56,270,0,0,0
商业周刊中文版,1,12,12,49,1,0,12.00 ,12.00 ,49.00 ,12,12,49,0,0,0
笑迷糊了,1,15,84,308,0,0,15.00 ,84.00 ,308.00 ,0,0,0,0,0,0
程老湿爱吐槽,1,210,62,438,1,0,210.00 ,62.00 ,438.00 ,210,62,438,0,0,0
勺布斯,1,99,391,486,1,0,99.00 ,391.00 ,486.00 ,99,391,486,0,0,0
劉小燃Nora,1,86,34,36,1,0,86.00 ,34.00 ,36.00 ,86,34,36,0,0,0
莱茵来因,1,25,6,58,0,1,25.00 ,6.00 ,58.00 ,0,0,0,25,6,58
传奇学长,1,1209,1164,1144,1,0,1209.00 ,1164.00 ,1144.00 ,1209,1164,1144,0,0,0
Infoanalyst,1,120,88,450,0,1,120.00 ,88.00 ,450.00 ,0,0,0,120,88,450
陈九霖,1,97,52,123,0,1,97.00 ,52.00 ,123.00 ,0,0,0,97,52,123
真当没想到,1,23,120,283,0,1,23.00 ,120.00 ,283.00 ,0,0,0,23,120,283
脱非兔,1,14,190,334,1,0,14.00 ,190.00 ,334.00 ,14,190,334,0,0,0
舒克-宋寅,1,561,424,2772,1,0,561.00 ,424.00 ,2772.00 ,561,424,2772,0,0,0
捡到瓶子要藏好,1,11,124,930,1,0,11.00 ,124.00 ,930.00 ,11,124,930,0,0,0
-阿莘-,1,76,672,8105,0,0,76.00 ,672.00 ,8105.00 ,0,0,0,0,0,0
FarPoint-Dax,1,264,21,216,0,1,264.00 ,21.00 ,216.00 ,0,0,0,264,21,216
财宝宝,1,60,211,1612,0,1,60.00 ,211.00 ,1612.00 ,0,0,0,60,211,1612
和讯网,1,68,102,832,0,1,68.00 ,102.00 ,832.00 ,0,0,0,68,102,832
周小晨kiki,1,401,760,1741,1,0,401.00 ,760.00 ,1741.00 ,401,760,1741,0,0,0
刘喵嘿,1,587,11,236,1,0,587.00 ,11.00 ,236.00 ,587,11,236,0,0,0
提刀探花在缅北,1,95,179,2200,1,0,95.00 ,179.00 ,2200.00 ,95,179,2200,0,0,0
奶烊糖小哥哥,1,95,39,714,1,0,95.00 ,39.00 ,714.00 ,95,39,714,0,0,0
营销号,1,29,64,921,1,0,29.00 ,64.00 ,921.00 ,29,64,921,0,0,0
娱News,1,139,142,24471,1,0,139.00 ,142.00 ,24471.00 ,139,142,24471,0,0,0
搞机宇宇,1,88,270,35659,0,1,88.00 ,270.00 ,35659.00 ,0,0,0,88,270,35659
东风快递,1,142,380,3719,1,0,142.00 ,380.00 ,3719.00 ,142,380,3719,0,0,0
蘑菇的二姐,1,304,265,2708,1,0,304.00 ,265.00 ,2708.00 ,304,265,2708,0,0,0
王自如ZEALER,1,175,579,3349,1,0,175.00 ,579.00 ,3349.00 ,175,579,3349,0,0,0
莫非是托的微博,1,1692,504,3071,1,0,1692.00 ,504.00 ,3071.00 ,1692,504,3071,0,0,0
翼飞书画,1,269,282,2375,1,0,269.00 ,282.00 ,2375.00 ,269,282,2375,0,0,0
特磊弗,1,2104,177,785,1,0,2104.00 ,177.00 ,785.00 ,2104,177,785,0,0,0
圆圆的圆圆的ZYY,1,1250,145,1931,1,0,1250.00 ,145.00 ,1931.00 ,1250,145,1931,0,0,0
烊吃了若若的草,1,129,52,1941,1,0,129.00 ,52.00 ,1941.00 ,129,52,1941,0,0,0
奔跑的甜筒921,1,201,2013,10509,1,0,201.00 ,2013.00 ,10509.00 ,201,2013,10509,0,0,0
徐苗Xm,1,814,921,6769,1,0,814.00 ,921.00 ,6769.00 ,814,921,6769,0,0,0
证券之星官方微博,1,87,0,1139,1,0,87.00 ,0.00 ,1139.00 ,87,0,1139,0,0,0
椒盐沙鱼,1,117,18,148,1,0,117.00 ,18.00 ,148.00 ,117,18,148,0,0,0
兴坨的小迷妹,1,2970,1009,9968,0,1,2970.00 ,1009.00 ,9968.00 ,0,0,0,2970,1009,9968
张腾岳,1,39,178,478,1,0,39.00 ,178.00 ,478.00 ,39,178,478,0,0,0
Henry_麻麻,1,20,103,691,1,0,20.00 ,103.00 ,691.00 ,20,103,691,0,0,0
官网君,1,19,54,2774,1,0,19.00 ,54.00 ,2774.00 ,19,54,2774,0,0,0
猪丫_肖赞干货,1,8,189,2885,1,0,8.00 ,189.00 ,2885.00 ,8,189,2885,0,0,0
L小阿姨,1,1991,1103,13552,0,1,1991.00 ,1103.00 ,13552.00 ,0,0,0,1991,1103,13552
大话西游手游,1,1297,1310,8820,1,0,1297.00 ,1310.00 ,8820.00 ,1297,1310,8820,0,0,0
柠檬木聚糖,1,130,419,1313,0,1,130.00 ,419.00 ,1313.00 ,0,0,0,130,419,1313
拾柒Lynne,1,21,1738,1473,1,0,21.00 ,1738.00 ,1473.00 ,21,1738,1473,0,0,0
端姐姐-H3,1,120,390,3435,0,1,120.00 ,390.00 ,3435.00 ,0,0,0,120,390,3435
顾北辰不是顾志摩,1,115,482,4779,0,1,115.00 ,482.00 ,4779.00 ,0,0,0,115,482,4779
读书官网,1,3410,2295,630129,1,0,3410.00 ,2295.00 ,630129.00 ,3410,2295,630129,0,0,0
红色军火商,1,510,310,3586,0,1,510.00 ,310.00 ,3586.00 ,0,0,0,510,310,3586
李沛超,1,52,91,304,1,0,52.00 ,91.00 ,304.00 ,52,91,304,0,0,0
康斯坦丁,1,127,208,568,1,0,127.00 ,208.00 ,568.00 ,127,208,568,0,0,0
天水王先森,1,29,318,763,0,1,29.00 ,318.00 ,763.00 ,0,0,0,29,318,763
申一帆,1,24,33,327,1,0,24.00 ,33.00 ,327.00 ,24,33,327,0,0,0
有盐电影,1,2429,511,2930,1,0,2429.00 ,511.00 ,2930.00 ,2429,511,2930,0,0,0
爆笑小蘑菇,1,13,23,3238,1,0,13.00 ,23.00 ,3238.00 ,13,23,3238,0,0,0
圈内那些破事儿,1,8,366,2038,1,0,8.00 ,366.00 ,2038.00 ,8,366,2038,0,0,0
没有感情的小星星,1,24,27,659,1,0,24.00 ,27.00 ,659.00 ,24,27,659,0,0,0
金温江,1,13,22,2997,0,1,13.00 ,22.00 ,2997.00 ,0,0,0,13,22,2997
娱乐界的那点事,1,151,222,1788,1,0,151.00 ,222.00 ,1788.00 ,151,222,1788,0,0,0
生肉怪,1,61,276,1272,0,0,61.00 ,276.00 ,1272.00 ,0,0,0,0,0,0
M孟佳J,1,56,217,2896,1,0,56.00 ,217.00 ,2896.00 ,56,217,2896,0,0,0
刘老师说电影,1,4222,2846,8741,1,0,4222.00 ,2846.00 ,8741.00 ,4222,2846,8741,0,0,0
老邪说电影,1,12024,3410,16024,1,0,12024.00 ,3410.00 ,16024.00 ,12024,3410,16024,0,0,0
Parouersi,1,12,83,563,1,0,12.00 ,83.00 ,563.00 ,12,83,563,0,0,0
贵港网警巡查执法,1,8,18,5973,1,0,8.00 ,18.00 ,5973.00 ,8,18,5973,0,0,0
陈浩民benny,1,7,89,582,1,0,7.00 ,89.00 ,582.00 ,7,89,582,0,0,0
南话楼,1,2164,4730,36159,0,1,2164.00 ,4730.00 ,36159.00 ,0,0,0,2164,4730,36159
战甲装研菌,1,8388,1450,46014,1,0,8388.00 ,1450.00 ,46014.00 ,8388,1450,46014,0,0,0
成都地铁,1,13,49,4895,0,1,13.00 ,49.00 ,4895.00 ,0,0,0,13,49,4895
驰谌,1,15,1,26,1,0,15.00 ,1.00 ,26.00 ,15,1,26,0,0,0
胡的小草莓,1,14,38,229,0,1,14.00 ,38.00 ,229.00 ,0,0,0,14,38,229
鱼山路99号,1,384,265,1084,1,0,384.00 ,265.00 ,1084.00 ,384,265,1084,0,0,0
爱搞怪的刘战神,1,188,430,9576,0,1,188.00 ,430.00 ,9576.00 ,0,0,0,188,430,9576
90后,1,88,238,3089,0,1,88.00 ,238.00 ,3089.00 ,0,0,0,88,238,3089
氧气氪,1,92,268,4189,1,0,92.00 ,268.00 ,4189.00 ,92,268,4189,0,0,0
中青网新闻中心,1,134,189,2209,1,0,134.00 ,189.00 ,2209.00 ,134,189,2209,0,0,0
糖果Guitar,1,36,41,796,0,1,36.00 ,41.00 ,796.00 ,0,0,0,36,41,796
韩复龄,1,275,369,3860,0,1,275.00 ,369.00 ,3860.00 ,0,0,0,275,369,3860
污大姐,1,95,207,2112,1,0,95.00 ,207.00 ,2112.00 ,95,207,2112,0,0,0
奇趣怪蜀黍,1,6,19,201,1,0,6.00 ,19.00 ,201.00 ,6,19,201,0,0,0
大朙时尚搭配频道,1,337,187,180,1,0,337.00 ,187.00 ,180.00 ,337,187,180,0,0,0
日食记,1,17890,9575,106254,1,0,17890.00 ,9575.00 ,106254.00 ,17890,9575,106254,0,0,0
热门表哥,1,5132,1227,12811,1,0,5132.00 ,1227.00 ,12811.00 ,5132,1227,12811,0,0,0
华夏时报,1,142,273,7539,0,1,142.00 ,273.00 ,7539.00 ,0,0,0,142,273,7539
分手别把锅拿走啊,1,461,481,4993,0,1,461.00 ,481.00 ,4993.00 ,0,0,0,461,481,4993
三分钟看电影,1,152,154,1512,0,1,152.00 ,154.00 ,1512.00 ,0,0,0,152,154,1512
笨笨搞机,1,24,84,10204,1,0,24.00 ,84.00 ,10204.00 ,24,84,10204,0,0,0
恋与制作人手游攻略,1,31,243,1203,1,0,31.00 ,243.00 ,1203.00 ,31,243,1203,0,0,0
大叔神吐槽,1,381,353,4785,0,1,381.00 ,353.00 ,4785.00 ,0,0,0,381,353,4785
深圳小天,1,84,196,1172,1,0,84.00 ,196.00 ,1172.00 ,84,196,1172,0,0,0
不拉不拉不拉哼,1,62,41,161,1,0,62.00 ,41.00 ,161.00 ,62,41,161,0,0,0
金箍棒看天下,1,60,48,1042,1,0,60.00 ,48.00 ,1042.00 ,60,48,1042,0,0,0
ThrowingStars·胡春杨,1,1489,270,1862,1,0,1489.00 ,270.00 ,1862.00 ,1489,270,1862,0,0,0
未来的方书剑,1,1536,2267,13399,1,0,1536.00 ,2267.00 ,13399.00 ,1536,2267,13399,0,0,0
一月灵九·灵超,1,1750,652,2423,1,0,1750.00 ,652.00 ,2423.00 ,1750,652,2423,0,0,0
UNPARALLELED灵超,1,1103,421,1427,1,0,1103.00 ,421.00 ,1427.00 ,1103,421,1427,0,0,0
OudSaphir0421·木子洋,1,666,131,575,1,0,666.00 ,131.00 ,575.00 ,666,131,575,0,0,0
ohako,1,2584,432,1150,1,0,2584.00 ,432.00 ,1150.00 ,2584,432,1150,0,0,0
林一的自习室,1,871,1137,3055,1,0,871.00 ,1137.00 ,3055.00 ,871,1137,3055,0,0,0
林渝植Anoryz,1,0,0,0,1,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0
流光记__灵超,1,454,45,393,1,0,454.00 ,45.00 ,393.00 ,454,45,393,0,0,0
春林初盛丨胡春杨,1,614,175,1062,1,0,614.00 ,175.00 ,1062.00 ,614,175,1062,0,0,0
麦迪娜,1,0,0,0,1,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0
Endymion_0126宋继扬,1,241,113,573,1,0,241.00 ,113.00 ,573.00 ,241,113,573,0,0,0
周觅MI,1,6383,2464,7292,1,0,6383.00 ,2464.00 ,7292.00 ,6383,2464,7292,0,0,0
丨木子洋·PLUMAGE丨,1,245,31,296,1,0,245.00 ,31.00 ,296.00 ,245,31,296,0,0,0
马振桓Evan,1,879,1176,2643,1,0,879.00 ,1176.00 ,2643.00 ,879,1176,2643,0,0,0
歌·颂Eulogize_李振宁,1,496,428,2766,1,0,496.00 ,428.00 ,2766.00 ,496,428,2766,0,0,0
LunaRelumbrar_0711,1,248,38,269,1,0,248.00 ,38.00 ,269.00 ,248,38,269,0,0,0
Infinity·胡春杨,1,331,96,660,0,0,331.00 ,96.00 ,660.00 ,0,0,0,0,0,0
缱绻清泉·李振宁,1,311,266,1069,1,0,311.00 ,266.00 ,1069.00 ,311,266,1069,0,0,0
TyphoonEye·胡春杨,1,496,105,780,1,0,496.00 ,105.00 ,780.00 ,496,105,780,0,0,0
搞笑公,1,847,910,12863,0,1,847.00 ,910.00 ,12863.00 ,0,0,0,847,910,12863
PlumWine1105丨李振宁,1,179,121,722,1,0,179.00 ,121.00 ,722.00 ,179,121,722,0,0,0
版萌DDK,1,148,221,1643,1,0,148.00 ,221.00 ,1643.00 ,148,221,1643,0,0,0
刘玉翠Rain,1,7,58,307,1,0,7.00 ,58.00 ,307.00 ,7,58,307,0,0,0
云烟过境丨木子洋KWIN,1,43,10,144,0,0,43.00 ,10.00 ,144.00 ,0,0,0,0,0,0
小餓图很多么,1,203,231,745,1,0,203.00 ,231.00 ,745.00 ,203,231,745,0,0,0
木子洋KWIN,1,16864,8355,88261,1,0,16864.00 ,8355.00 ,88261.00 ,16864,8355,88261,0,0,0
灵超DIDI,1,16241,5365,105526,1,0,16241.00 ,5365.00 ,105526.00 ,16241,5365,105526,0,0,0
岳岳PINKRAY,1,12177,2778,77578,0,0,12177.00 ,2778.00 ,77578.00 ,0,0,0,0,0,0
gentlemonsterofficial,1,65036,1307,63412,1,0,65036.00 ,1307.00 ,63412.00 ,65036,1307,63412,0,0,0
Logical_岳岳pinkray安利博,1,316,48,373,1,0,316.00 ,48.00 ,373.00 ,316,48,373,0,0,0
gogoboi,1,80,431,5735,1,0,80.00 ,431.00 ,5735.00 ,80,431,5735,0,0,0
方书剑的小杂役,1,831,451,2507,1,0,831.00 ,451.00 ,2507.00 ,831,451,2507,0,0,0
SailorMoon0421_木子洋,1,252,138,448,1,0,252.00 ,138.00 ,448.00 ,252,138,448,0,0,0
中广时代,1,3774,223,5228,1,0,3774.00 ,223.00 ,5228.00 ,3774,223,5228,0,0,0
北京生活杂志,1,1077,189,1265,1,0,1077.00 ,189.00 ,1265.00 ,1077,189,1265,0,0,0
新闻夜航,1,18,64,8373,0,1,18.00 ,64.00 ,8373.00 ,0,0,0,18,64,8373
武汉来了,1,125,690,626,1,0,125.00 ,690.00 ,626.00 ,125,690,626,0,0,0
为什么这么爱吃土豆啊,1,12,1026,3814,1,0,12.00 ,1026.00 ,3814.00 ,12,1026,3814,0,0,0
一川风月·宋继扬,1,56,22,164,1,0,56.00 ,22.00 ,164.00 ,56,22,164,0,0,0
尚武菌,1,344,37,268,1,0,344.00 ,37.00 ,268.00 ,344,37,268,0,0,0
IT互联网老鬼,1,1716,2140,1167,1,0,1716.00 ,2140.00 ,1167.00 ,1716,2140,1167,0,0,0
V大豫先生,1,170,221,1536,1,0,170.00 ,221.00 ,1536.00 ,170,221,1536,0,0,0
吃瓜鹅每日爆料,1,22,214,2069,1,0,22.00 ,214.00 ,2069.00 ,22,214,2069,0,0,0
污底线女神,1,67,144,1183,0,1,67.00 ,144.00 ,1183.00 ,0,0,0,67,144,1183
快看漫画,1,5,17,313,1,0,5.00 ,17.00 ,313.00 ,5,17,313,0,0,0
林煐岷的六崽,1,50,9,102,1,0,50.00 ,9.00 ,102.00 ,50,9,102,0,0,0
腾腾爸,1,30,51,285,1,0,30.00 ,51.00 ,285.00 ,30,51,285,0,0,0
肥威,1,11,72,90,1,0,11.00 ,72.00 ,90.00 ,11,72,90,0,0,0
园姐,1,9,107,211,1,0,9.00 ,107.00 ,211.00 ,9,107,211,0,0,0
留烽,1,7,67,203,1,0,7.00 ,67.00 ,203.00 ,7,67,203,0,0,0
吃瓜姐妹,1,225,316,23400,1,0,225.00 ,316.00 ,23400.00 ,225,316,23400,0,0,0
海龟先生乐队,1,0,0,0,1,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0
朱孝天,1,29,124,847,1,0,29.00 ,124.00 ,847.00 ,29,124,847,0,0,0
李亚玲,1,5,151,385,1,0,5.00 ,151.00 ,385.00 ,5,151,385,0,0,0
管栎全球后援会,1,86,62,327,1,0,86.00 ,62.00 ,327.00 ,86,62,327,0,0,0
ruanyf,1,713,113,514,1,0,713.00 ,113.00 ,514.00 ,713,113,514,0,0,0
